traffic_volume,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time
2931,1,19.652216709339207,0,0,34.580609841042495,Snow,Snow,2025-01-25 01:00:00
457,1,9.576284908891466,0,1,67.1093157085976,Rain,Light rain,2025-01-25 02:00:00
3119,0,10.631092042431188,1,1,80.54300430459791,Snow,Overcast clouds,2025-01-25 03:00:00
767,0,24.780907324840342,0,1,94.67562446922408,Snow,Snow,2025-01-25 04:00:00
4568,1,-9.839086819786067,0,0,40.0212275849672,Rain,Light rain,2025-01-25 05:00:00
1245,1,20.979466872992035,1,0,78.32979829560477,Rain,Light rain,2025-01-25 06:00:00
4285,1,7.774650522067869,0,1,26.59284506321188,Clouds,Snow,2025-01-25 07:00:00
3819,1,29.709866563854213,1,0,99.03323037936484,Snow,Overcast clouds,2025-01-25 08:00:00
2845,0,-5.350468008843392,0,0,2.5769598764351143,Snow,Light rain,2025-01-25 09:00:00
639,1,19.410113347419525,0,0,60.3528806501121,Rain,Snow,2025-01-25 10:00:00
2879,1,14.048644494306188,0,1,65.95059816513272,Clear,Overcast clouds,2025-01-25 11:00:00
4236,0,22.116276295261372,0,1,68.80455570741289,Rain,Overcast clouds,2025-01-25 12:00:00
4935,1,-6.7573202758515825,0,0,12.038757878908902,Snow,Light rain,2025-01-25 13:00:00
3875,0,18.999189371406565,0,1,93.85297834731304,Rain,Clear sky,2025-01-25 14:00:00
2608,0,18.074229397976186,0,1,18.11832790500828,Clouds,Clear sky,2025-01-25 15:00:00
2879,0,18.033004720808545,0,0,62.27534032398411,Clear,Light rain,2025-01-25 16:00:00
1024,1,20.17438332982274,1,0,22.267607912308495,Rain,Overcast clouds,2025-01-25 17:00:00
3056,1,23.82339686131811,1,1,30.72164170212709,Clouds,Light rain,2025-01-25 18:00:00
1681,0,30.249449984038485,0,0,54.645854172812435,Snow,Snow,2025-01-25 19:00:00
3424,1,3.4910360064107167,0,1,41.719341856457646,Rain,Clear sky,2025-01-25 20:00:00
4585,1,31.252470509003103,1,1,16.02256009765063,Snow,Snow,2025-01-25 21:00:00
355,0,14.91278411317268,0,0,17.093640242084827,Clouds,Light rain,2025-01-25 22:00:00
4904,0,-6.1470860432834415,0,1,41.814478816279966,Snow,Light rain,2025-01-25 23:00:00
1938,1,-7.0724535378010405,1,1,75.72829782755008,Clouds,Overcast clouds,2025-01-26 00:00:00
2044,0,6.7119159348030415,0,0,89.79646468477885,Clouds,Overcast clouds,2025-01-26 01:00:00
109,1,29.24484885557338,0,0,8.412766225938284,Clouds,Overcast clouds,2025-01-26 02:00:00
2971,1,25.384046737045786,1,0,39.310390755940105,Rain,Snow,2025-01-26 03:00:00
897,1,29.43074823362032,0,1,10.024556372287662,Snow,Overcast clouds,2025-01-26 04:00:00
1115,1,15.863452822080468,0,0,1.6592480632597884,Snow,Light rain,2025-01-26 05:00:00
1924,0,12.00994989777453,1,0,66.17186826439566,Clear,Overcast clouds,2025-01-26 06:00:00
4569,0,-2.627373664685803,0,0,60.24494419665878,Clear,Clear sky,2025-01-26 07:00:00
3236,0,6.409637680465579,1,0,16.301911381488623,Clear,Overcast clouds,2025-01-26 08:00:00
2293,0,11.700968308693763,0,1,23.38128330930641,Clear,Snow,2025-01-26 09:00:00
323,1,-5.569978516019138,0,1,2.370775364451838,Snow,Clear sky,2025-01-26 10:00:00
4258,1,1.0305976355605626,1,0,83.49472056944037,Clouds,Clear sky,2025-01-26 11:00:00
4025,0,19.91126470318694,1,1,97.46905960485515,Clouds,Clear sky,2025-01-26 12:00:00
4884,1,26.783155711959495,0,0,13.545953679469081,Rain,Snow,2025-01-26 13:00:00
4100,1,39.91737556964748,1,0,23.147521376529813,Clouds,Light rain,2025-01-26 14:00:00
1733,1,36.65566656717788,1,1,86.8409523946934,Snow,Overcast clouds,2025-01-26 15:00:00
2252,0,22.12825997675958,0,1,92.64637979561849,Snow,Clear sky,2025-01-26 16:00:00
610,0,11.062402664703601,0,0,41.96273828068103,Snow,Clear sky,2025-01-26 17:00:00
484,0,21.808868235411637,0,0,5.062247226907413,Rain,Clear sky,2025-01-26 18:00:00
504,1,29.282580904011596,1,1,3.93918336928194,Clear,Light rain,2025-01-26 19:00:00
4713,0,-4.083190453830634,1,0,57.39498660690104,Clouds,Light rain,2025-01-26 20:00:00
4671,0,10.495244484814414,1,1,39.2895108893179,Snow,Snow,2025-01-26 21:00:00
2100,0,31.990114281780862,1,0,2.8652427577654516,Snow,Light rain,2025-01-26 22:00:00
2856,0,9.1916475966522,0,0,58.32523923125568,Clear,Overcast clouds,2025-01-26 23:00:00
1768,0,18.593613561359327,1,1,1.1302536589022472,Snow,Snow,2025-01-27 00:00:00
1560,0,19.38846804310991,0,1,78.73719581492729,Clouds,Snow,2025-01-27 01:00:00
3736,1,-0.776187343318032,1,1,30.643282270337156,Rain,Overcast clouds,2025-01-27 02:00:00
2824,1,8.111772082614419,0,1,4.02580030092321,Snow,Overcast clouds,2025-01-27 03:00:00
4909,0,6.725564437096608,0,1,58.835222098315334,Clouds,Overcast clouds,2025-01-27 04:00:00
4278,0,-8.69016457339676,0,1,39.76844144330547,Snow,Snow,2025-01-27 05:00:00
2148,1,-8.790411805432237,1,1,97.38004133571495,Clear,Snow,2025-01-27 06:00:00
4246,1,31.584852183788676,0,0,54.41986625037022,Snow,Snow,2025-01-27 07:00:00
4880,0,3.65354049864062,0,0,27.52391810370083,Snow,Overcast clouds,2025-01-27 08:00:00
816,0,15.90393831194077,1,0,70.94388646339748,Rain,Overcast clouds,2025-01-27 09:00:00
4644,0,4.936278679438653,0,1,27.149200254271133,Clear,Clear sky,2025-01-27 10:00:00
4683,0,37.03396225576702,1,1,90.42432914075651,Clear,Light rain,2025-01-27 11:00:00
1923,1,2.9648379432886873,1,1,37.47219705073764,Rain,Clear sky,2025-01-27 12:00:00
2181,0,11.482840636946754,0,0,54.98685627762052,Snow,Overcast clouds,2025-01-27 13:00:00
3519,0,33.63651252423009,0,1,5.0573103824228856,Clouds,Snow,2025-01-27 14:00:00
1674,0,32.09667833959043,1,1,42.61212379522308,Clear,Overcast clouds,2025-01-27 15:00:00
349,0,-0.6949291076861339,0,0,83.2363539660995,Clear,Light rain,2025-01-27 16:00:00
773,1,30.13216548978552,1,1,80.56488053633419,Snow,Clear sky,2025-01-27 17:00:00
4633,1,12.909344336894634,1,0,22.431855885352626,Snow,Clear sky,2025-01-27 18:00:00
2265,1,14.148443604267761,1,0,22.60790710105627,Clear,Snow,2025-01-27 19:00:00
870,0,-3.326001379202811,0,1,81.73053122132367,Snow,Clear sky,2025-01-27 20:00:00
4062,0,-5.9699243121437675,1,1,93.03984201693255,Clouds,Clear sky,2025-01-27 21:00:00
4463,1,26.396965348688262,0,1,9.536092127300355,Clear,Overcast clouds,2025-01-27 22:00:00
2084,0,14.823057617764988,0,0,45.005863942622526,Clouds,Clear sky,2025-01-27 23:00:00
1177,0,11.842535130758979,0,0,33.745427896422896,Clouds,Clear sky,2025-01-28 00:00:00
335,1,26.475411432619836,0,0,87.06884554574394,Snow,Clear sky,2025-01-28 01:00:00
488,1,28.275644949555485,1,1,8.352491468001876,Clouds,Snow,2025-01-28 02:00:00
3137,1,-2.0545916165323224,0,1,21.112594255803742,Snow,Snow,2025-01-28 03:00:00
4958,1,20.511257473882065,1,1,75.24683375864943,Rain,Overcast clouds,2025-01-28 04:00:00
1948,0,-3.2322958861157236,1,1,5.129384898121558,Snow,Clear sky,2025-01-28 05:00:00
4819,0,27.568754301452287,0,0,49.25353807142893,Clouds,Snow,2025-01-28 06:00:00
2914,1,22.847757813356978,1,0,44.210703467972,Rain,Snow,2025-01-28 07:00:00
3474,0,37.8307310541729,1,0,33.44011789887487,Snow,Overcast clouds,2025-01-28 08:00:00
3378,1,-6.5520991821789405,0,0,39.457231531892376,Clouds,Light rain,2025-01-28 09:00:00
1352,1,-7.147263942437284,1,1,52.99405869302329,Clear,Clear sky,2025-01-28 10:00:00
4081,0,4.109353734660008,1,1,16.136735838838312,Clear,Snow,2025-01-28 11:00:00
4773,1,3.085284186795299,1,1,57.19958782835928,Snow,Overcast clouds,2025-01-28 12:00:00
2222,0,2.3489399535999915,1,0,80.54323292999864,Snow,Overcast clouds,2025-01-28 13:00:00
4630,0,35.312729026051834,0,0,76.01609297901591,Clear,Overcast clouds,2025-01-28 14:00:00
2250,0,2.4773099924753055,1,1,15.389990469377368,Clouds,Snow,2025-01-28 15:00:00
4959,0,3.5974863064315503,1,1,14.92494697414739,Clouds,Clear sky,2025-01-28 16:00:00
1429,1,27.969913120898184,1,0,26.817436774491334,Clouds,Light rain,2025-01-28 17:00:00
1458,0,12.486992122526999,1,1,36.10747263410372,Snow,Clear sky,2025-01-28 18:00:00
2582,1,28.83552784775906,0,0,40.84555814084826,Rain,Overcast clouds,2025-01-28 19:00:00
4642,1,-6.731692121780738,1,0,67.96972168333453,Rain,Overcast clouds,2025-01-28 20:00:00
2117,1,14.378559683669216,0,0,5.66804321658354,Rain,Light rain,2025-01-28 21:00:00
1431,1,-8.319319990835869,1,1,3.4672704226066386,Rain,Clear sky,2025-01-28 22:00:00
4444,0,-6.867339827232274,0,1,39.191056294390904,Rain,Overcast clouds,2025-01-28 23:00:00
4361,0,35.321872667220546,0,0,69.71636921379805,Snow,Overcast clouds,2025-01-29 00:00:00
1458,1,-3.037731444120242,0,1,19.343534295648258,Snow,Clear sky,2025-01-29 01:00:00
4737,1,16.621034113760857,0,0,64.15044812562518,Rain,Overcast clouds,2025-01-29 02:00:00
4954,0,10.554780130035326,0,0,25.982813794029948,Snow,Clear sky,2025-01-29 03:00:00
3277,1,7.367166312942135,1,0,88.60861088135164,Snow,Overcast clouds,2025-01-29 04:00:00
2228,0,34.99166728436362,1,0,89.56899442666165,Rain,Clear sky,2025-01-29 05:00:00
2280,1,-8.908830161225525,1,1,29.72872042813265,Clouds,Light rain,2025-01-29 06:00:00
4992,0,23.189484308779456,0,0,22.99937539632405,Snow,Overcast clouds,2025-01-29 07:00:00
237,1,38.16972171067752,1,0,41.13039720662313,Clouds,Light rain,2025-01-29 08:00:00
3572,1,18.008409173092097,0,1,24.05315851801487,Snow,Overcast clouds,2025-01-29 09:00:00
2932,0,36.84112310165459,0,0,67.23838432917036,Snow,Overcast clouds,2025-01-29 10:00:00
3679,1,-7.387106035698812,1,0,82.60646845482856,Rain,Snow,2025-01-29 11:00:00
3131,1,10.939665953708069,1,1,67.3092130911217,Snow,Clear sky,2025-01-29 12:00:00
4264,0,3.0078895481025576,0,1,82.43504472493495,Clear,Light rain,2025-01-29 13:00:00
2693,1,26.541048249036493,0,1,39.69921622074742,Clear,Light rain,2025-01-29 14:00:00
4400,0,39.064854524862334,1,0,15.631697070886085,Rain,Light rain,2025-01-29 15:00:00
3918,0,2.82650312221239,1,1,73.79509473975922,Clouds,Clear sky,2025-01-29 16:00:00
4238,1,22.708730073703727,1,1,36.047450514155386,Clouds,Snow,2025-01-29 17:00:00
3923,1,-0.09511836201299317,1,0,67.12708252291326,Clouds,Light rain,2025-01-29 18:00:00
4142,1,18.266512728580494,0,0,27.064394198176565,Clear,Clear sky,2025-01-29 19:00:00
2006,1,13.19662433441681,1,0,8.122963480667266,Clouds,Overcast clouds,2025-01-29 20:00:00
860,1,38.60026648157685,1,0,99.25817954877634,Clouds,Light rain,2025-01-29 21:00:00
3545,1,20.42636363482333,1,0,15.620150793059928,Rain,Light rain,2025-01-29 22:00:00
999,1,7.475318604340938,0,1,98.8420993963481,Clouds,Snow,2025-01-29 23:00:00
4555,0,-4.295210755603332,0,1,97.72799325664472,Clear,Light rain,2025-01-30 00:00:00
3047,1,-2.4376585632532723,0,1,79.38181039080396,Clear,Light rain,2025-01-30 01:00:00
1819,0,1.2658464975617552,0,0,65.94229620819976,Clear,Overcast clouds,2025-01-30 02:00:00
380,1,2.5483330670149,1,0,57.78070502510847,Rain,Clear sky,2025-01-30 03:00:00
3366,1,32.53080289205689,0,0,86.61015453778347,Rain,Clear sky,2025-01-30 04:00:00
1987,0,18.061139414126245,1,1,28.943952161948793,Snow,Snow,2025-01-30 05:00:00
3366,1,16.169545568718323,1,1,46.7681212484877,Clouds,Overcast clouds,2025-01-30 06:00:00
766,1,-4.2615564065391265,1,0,61.93899693665019,Rain,Clear sky,2025-01-30 07:00:00
4288,0,33.00698466747175,1,1,41.11904758694911,Clear,Overcast clouds,2025-01-30 08:00:00
771,1,26.140715160424186,0,0,42.7486454090268,Clear,Clear sky,2025-01-30 09:00:00
2069,1,-6.61658190499992,0,1,33.02846675020844,Rain,Overcast clouds,2025-01-30 10:00:00
4256,1,25.391754861488437,0,1,56.4231816684536,Rain,Snow,2025-01-30 11:00:00
3222,0,17.176910867132303,1,1,85.0574528015116,Rain,Light rain,2025-01-30 12:00:00
4799,1,-5.913732712661087,1,0,20.152837800631286,Snow,Snow,2025-01-30 13:00:00
4877,1,12.915032076432823,1,1,93.44330387534414,Clear,Clear sky,2025-01-30 14:00:00
4000,1,14.234814356502348,1,1,68.90876537482296,Snow,Snow,2025-01-30 15:00:00
623,1,-1.7112729918362124,1,0,82.32732126800302,Snow,Light rain,2025-01-30 16:00:00
2493,0,37.284907350014116,0,1,55.619069263001165,Clouds,Snow,2025-01-30 17:00:00
3217,0,32.49876857403309,1,0,77.95167014240634,Clear,Clear sky,2025-01-30 18:00:00
2693,1,23.451116866455415,0,0,1.620039733946721,Clear,Clear sky,2025-01-30 19:00:00
2068,1,13.11477805003036,1,0,81.83804247795352,Rain,Snow,2025-01-30 20:00:00
1853,0,10.588277079225424,1,0,4.013885908536652,Rain,Light rain,2025-01-30 21:00:00
2396,0,22.548673357547706,0,0,88.99133763628625,Clouds,Snow,2025-01-30 22:00:00
2361,1,17.271593470345273,0,1,99.19627472386433,Snow,Light rain,2025-01-30 23:00:00
2386,0,-6.886344705905719,1,0,29.40674621767778,Rain,Overcast clouds,2025-01-31 00:00:00
4302,1,15.625132438516584,1,0,21.031855628579365,Rain,Light rain,2025-01-31 01:00:00
2978,0,30.320180861641973,1,0,76.53633638580408,Clear,Overcast clouds,2025-01-31 02:00:00
4243,0,12.961993879847903,1,0,25.302634092025322,Clear,Snow,2025-01-31 03:00:00
3744,0,-7.402171122286579,0,1,86.55623831722035,Rain,Light rain,2025-01-31 04:00:00
4532,0,29.313909969201653,1,0,10.28425921574767,Clear,Overcast clouds,2025-01-31 05:00:00
2155,1,0.06818910679871948,0,1,12.595519637935826,Clouds,Overcast clouds,2025-01-31 06:00:00
4820,0,2.931041744401938,1,0,97.91515551006155,Rain,Overcast clouds,2025-01-31 07:00:00
1376,0,-1.7646823283852058,0,1,67.38388982700046,Clear,Clear sky,2025-01-31 08:00:00
2866,1,6.510753243574879,0,0,84.68872244289528,Clouds,Snow,2025-01-31 09:00:00
402,0,27.83757528443175,1,0,32.4329377351518,Clear,Overcast clouds,2025-01-31 10:00:00
738,0,15.969292975196868,0,1,67.64837495206044,Clear,Light rain,2025-01-31 11:00:00
155,1,0.24406370753562712,1,0,59.42418273085972,Clear,Overcast clouds,2025-01-31 12:00:00
4921,0,33.89150390760204,0,1,60.3150120122947,Rain,Clear sky,2025-01-31 13:00:00
625,1,33.97909274757646,1,0,68.25324595377215,Snow,Snow,2025-01-31 14:00:00
4669,1,33.52892125230034,0,1,57.53591731290986,Clear,Clear sky,2025-01-31 15:00:00
4223,1,1.9398105690769647,1,0,42.906236930266594,Clouds,Clear sky,2025-01-31 16:00:00
2225,1,12.561967209049406,1,0,27.592269438054686,Rain,Clear sky,2025-01-31 17:00:00
3387,0,39.249482807043755,0,1,76.8581330913202,Rain,Light rain,2025-01-31 18:00:00
464,1,28.600623815499517,0,0,22.62724300031862,Clouds,Snow,2025-01-31 19:00:00
4721,0,-8.64162893872201,0,0,69.23543061544142,Clear,Snow,2025-01-31 20:00:00
1746,0,-6.739770436975397,0,0,23.333282264932663,Snow,Light rain,2025-01-31 21:00:00
1018,0,13.196568840616639,1,0,62.53301699544539,Clear,Snow,2025-01-31 22:00:00
2897,0,35.461010293078004,0,0,74.70782671290289,Clouds,Clear sky,2025-01-31 23:00:00
1631,0,16.935089897635713,1,0,21.87138889065392,Rain,Snow,2025-02-01 00:00:00
3445,0,14.890625401714512,0,1,5.994330086130828,Snow,Light rain,2025-02-01 01:00:00
2006,0,-4.726315002168471,1,1,13.097374299417408,Rain,Clear sky,2025-02-01 02:00:00
3186,0,22.839005236214703,1,1,60.59969672710255,Clouds,Light rain,2025-02-01 03:00:00
4680,0,31.105158030011275,1,0,84.94464062257356,Clear,Overcast clouds,2025-02-01 04:00:00
2175,0,9.021000375378115,1,1,4.499682123542437,Snow,Clear sky,2025-02-01 05:00:00
813,1,28.780592546266377,0,0,73.41512590416463,Rain,Clear sky,2025-02-01 06:00:00
1162,1,38.22383269504058,0,0,34.13186459500521,Rain,Snow,2025-02-01 07:00:00
2076,1,0.18832295638445373,1,0,47.85283699195225,Rain,Clear sky,2025-02-01 08:00:00
1396,0,16.166481559737065,0,0,92.88595498455656,Clear,Light rain,2025-02-01 09:00:00
225,1,4.356897904228777,0,1,33.19715047358455,Snow,Snow,2025-02-01 10:00:00
4732,1,29.64272095169197,1,0,46.5336933939486,Clear,Overcast clouds,2025-02-01 11:00:00
3696,1,18.879668294057875,0,1,1.3682414760681105,Clear,Light rain,2025-02-01 12:00:00
3383,0,21.72912087751519,0,0,8.159872000483837,Clear,Overcast clouds,2025-02-01 13:00:00
1703,0,29.895707980794704,0,1,25.859159113478402,Clouds,Overcast clouds,2025-02-01 14:00:00
166,0,9.798523633122745,1,1,2.7852240821074403,Clouds,Overcast clouds,2025-02-01 15:00:00
332,0,35.75450342035216,0,1,63.1375326048251,Clouds,Clear sky,2025-02-01 16:00:00
2256,1,16.651443362307,1,1,42.63983568016225,Snow,Light rain,2025-02-01 17:00:00
1269,1,-2.1022588582325996,0,1,54.814520272802206,Clear,Light rain,2025-02-01 18:00:00
2258,1,24.794955908440123,0,1,17.464718589632955,Clear,Clear sky,2025-02-01 19:00:00
4306,1,29.663067521912723,0,0,29.593202943661613,Clouds,Snow,2025-02-01 20:00:00
1593,0,5.838083853376334,1,1,66.38244748527251,Clear,Overcast clouds,2025-02-01 21:00:00
4818,0,32.85896284993765,1,0,96.53027236303998,Clear,Light rain,2025-02-01 22:00:00
4107,0,35.30716273828832,0,1,5.04167736022092,Rain,Clear sky,2025-02-01 23:00:00
2572,1,3.845224368890447,1,0,89.03843208552661,Clear,Overcast clouds,2025-02-02 00:00:00
2760,0,39.1760736357611,0,1,57.68812013112085,Rain,Snow,2025-02-02 01:00:00
2839,0,-2.964423597562079,1,1,56.39195667556237,Clear,Snow,2025-02-02 02:00:00
1861,1,0.10078342012449859,1,0,50.027853520776034,Snow,Overcast clouds,2025-02-02 03:00:00
3614,1,-0.7887580380986936,0,1,6.9394085904183385,Clouds,Snow,2025-02-02 04:00:00
2075,0,34.69948550039352,0,1,8.987685173616066,Rain,Light rain,2025-02-02 05:00:00
2462,0,22.714627616248094,0,1,60.09120056590861,Clouds,Light rain,2025-02-02 06:00:00
976,0,-2.3947858388863565,0,0,34.09585714355583,Rain,Light rain,2025-02-02 07:00:00
3912,0,12.016170918417448,1,1,91.72680665776807,Rain,Snow,2025-02-02 08:00:00
3548,0,20.764901253490102,1,0,40.659053735947225,Rain,Light rain,2025-02-02 09:00:00
1412,0,-5.826795750530835,1,1,14.328145870264109,Snow,Clear sky,2025-02-02 10:00:00
1560,1,34.12081842036694,0,1,71.4718833502036,Clear,Light rain,2025-02-02 11:00:00
2809,1,30.180176772076756,0,0,29.335342144100984,Rain,Light rain,2025-02-02 12:00:00
2424,1,15.26033867883191,1,1,52.54703073558932,Snow,Snow,2025-02-02 13:00:00
1833,0,38.35633076295852,0,1,69.783278550517,Rain,Light rain,2025-02-02 14:00:00
1705,1,10.888048963754986,1,0,90.02641112020704,Clear,Overcast clouds,2025-02-02 15:00:00
2663,0,39.20551595182489,1,1,79.2191194801676,Rain,Clear sky,2025-02-02 16:00:00
3521,0,23.395999940181355,1,0,67.63610678727241,Snow,Snow,2025-02-02 17:00:00
3617,1,21.733563662697073,1,0,67.96331823951436,Clear,Clear sky,2025-02-02 18:00:00
2497,0,-1.7022552352107496,1,0,94.59246440320865,Snow,Overcast clouds,2025-02-02 19:00:00
3835,0,34.0963879152322,0,1,29.582409749653603,Clear,Snow,2025-02-02 20:00:00
2970,1,11.37448439603076,0,0,0.11120941961874076,Clear,Snow,2025-02-02 21:00:00
1260,1,-1.8883297108760324,0,0,27.19545593981987,Clouds,Light rain,2025-02-02 22:00:00
4954,1,-9.369624001212047,1,1,21.7891379626744,Clouds,Clear sky,2025-02-02 23:00:00
342,0,17.987784181919128,1,0,66.18345851139982,Clouds,Overcast clouds,2025-02-03 00:00:00
2690,1,16.369981106133817,1,1,63.3711599765529,Clear,Overcast clouds,2025-02-03 01:00:00
1163,1,25.967681118457925,1,1,59.34613827047238,Rain,Snow,2025-02-03 02:00:00
4424,0,34.512902650890105,0,1,1.62434432094537,Snow,Light rain,2025-02-03 03:00:00
2695,1,-6.029670767848524,0,1,72.87780544506475,Snow,Snow,2025-02-03 04:00:00
1019,1,26.574824517018115,1,0,32.353041248549154,Snow,Snow,2025-02-03 05:00:00
105,1,-0.6294027951208889,1,0,66.50559890066312,Clouds,Snow,2025-02-03 06:00:00
567,0,32.9088526578582,1,0,55.65784285021533,Clear,Snow,2025-02-03 07:00:00
4270,0,30.953175693082805,0,0,34.27309254279072,Clouds,Overcast clouds,2025-02-03 08:00:00
103,0,17.03968774927722,0,0,13.457626710410775,Rain,Overcast clouds,2025-02-03 09:00:00
745,0,25.512139931165578,0,1,9.441889766048096,Clear,Snow,2025-02-03 10:00:00
217,1,5.71750565918742,1,0,83.15183331122236,Snow,Snow,2025-02-03 11:00:00
3028,0,13.558394946640732,1,0,91.8397542081558,Clouds,Light rain,2025-02-03 12:00:00
2651,0,31.08184488552358,0,0,64.97880467642996,Clouds,Snow,2025-02-03 13:00:00
4389,1,12.963259858660695,1,1,10.343411486048337,Rain,Overcast clouds,2025-02-03 14:00:00
946,1,7.889913266272089,0,1,40.20272168882407,Rain,Clear sky,2025-02-03 15:00:00
2862,1,14.710622362514993,1,0,72.89392001051573,Clouds,Overcast clouds,2025-02-03 16:00:00
1241,0,31.412462621860918,0,1,77.9820884010068,Rain,Light rain,2025-02-03 17:00:00
1910,0,6.760402368543637,1,0,11.82186222910886,Snow,Overcast clouds,2025-02-03 18:00:00
823,0,-1.31192034321281,0,0,0.003071884538241587,Rain,Clear sky,2025-02-03 19:00:00
324,1,25.60070101653904,0,1,71.2137045880605,Rain,Snow,2025-02-03 20:00:00
4727,1,31.29891063540409,0,1,35.659617598620564,Clouds,Clear sky,2025-02-03 21:00:00
4308,0,-4.968126073823333,0,0,25.448133161826025,Clouds,Snow,2025-02-03 22:00:00
4754,1,1.9937056377972358,0,0,1.289746978952544,Clear,Snow,2025-02-03 23:00:00
2148,1,-2.901400511950305,0,1,54.02994067614997,Clear,Overcast clouds,2025-02-04 00:00:00
4849,1,7.39707057910833,1,0,85.11507354259817,Clouds,Overcast clouds,2025-02-04 01:00:00
4515,0,12.517548945270633,1,1,95.76316462725879,Rain,Overcast clouds,2025-02-04 02:00:00
1673,1,27.44131684816532,1,0,56.574495061328925,Rain,Light rain,2025-02-04 03:00:00
1928,1,22.557379244083705,0,1,51.44613277398942,Clear,Overcast clouds,2025-02-04 04:00:00
2017,0,21.046428373921557,0,0,8.50563854892411,Clear,Light rain,2025-02-04 05:00:00
4334,0,7.618747330482719,1,0,54.887280154259976,Clear,Overcast clouds,2025-02-04 06:00:00
2126,1,32.072377654238,0,1,37.99790789653946,Snow,Snow,2025-02-04 07:00:00
3844,1,13.564358369908227,0,0,60.71352808835769,Snow,Light rain,2025-02-04 08:00:00
1001,0,38.95524690075773,0,0,38.87263478765467,Clear,Clear sky,2025-02-04 09:00:00
4885,0,21.70710691478684,0,1,24.029912345036674,Rain,Light rain,2025-02-04 10:00:00
2139,1,-3.6867629217748634,0,0,9.49652752283765,Clear,Light rain,2025-02-04 11:00:00
109,1,23.808878103771697,1,0,31.491844458889574,Snow,Clear sky,2025-02-04 12:00:00
360,1,6.255200771584949,1,0,9.664483428775227,Rain,Light rain,2025-02-04 13:00:00
1773,1,24.31635983430487,1,1,17.689695082398394,Snow,Snow,2025-02-04 14:00:00
2319,0,-6.517942591879713,1,1,98.73361585795459,Rain,Overcast clouds,2025-02-04 15:00:00
2160,1,-1.2559281412020304,1,1,44.41035569066186,Snow,Clear sky,2025-02-04 16:00:00
3813,1,32.786862945289315,0,0,53.187176650501655,Rain,Overcast clouds,2025-02-04 17:00:00
1719,0,1.3589778511757444,0,0,87.36185287372153,Rain,Snow,2025-02-04 18:00:00
420,1,31.852056262147002,0,0,99.55689004906878,Rain,Clear sky,2025-02-04 19:00:00
1442,0,3.9638044227205214,0,0,58.27144493446815,Rain,Overcast clouds,2025-02-04 20:00:00
2476,1,22.144095502935386,1,1,81.24738210441717,Clouds,Overcast clouds,2025-02-04 21:00:00
2932,1,24.707528675491552,1,0,32.694102433667524,Snow,Snow,2025-02-04 22:00:00
2924,0,15.632737657252648,1,0,30.57439574472911,Snow,Overcast clouds,2025-02-04 23:00:00
2094,0,5.265533834836564,0,0,40.27037209945602,Clouds,Snow,2025-02-05 00:00:00
3058,1,0.6322188185548061,1,1,67.25072626736491,Rain,Light rain,2025-02-05 01:00:00
2138,1,-8.34053227187869,0,0,68.21916892550988,Rain,Snow,2025-02-05 02:00:00
3590,1,5.197320062036191,1,0,31.52394346494508,Snow,Light rain,2025-02-05 03:00:00
3777,0,22.65813952656415,1,0,13.320992413662868,Clouds,Clear sky,2025-02-05 04:00:00
1218,1,36.91524092242413,0,0,63.239625646550856,Rain,Overcast clouds,2025-02-05 05:00:00
1704,0,33.5602241131526,0,0,12.832586218876452,Rain,Snow,2025-02-05 06:00:00
4127,0,28.30323882676513,1,1,57.84925082293301,Rain,Snow,2025-02-05 07:00:00
335,1,29.422367162664933,1,0,69.3422128056309,Clear,Overcast clouds,2025-02-05 08:00:00
2069,0,23.249245173799764,0,0,70.06114963944516,Clouds,Overcast clouds,2025-02-05 09:00:00
4529,1,3.01434287830015,1,0,75.34721106595967,Rain,Clear sky,2025-02-05 10:00:00
2008,1,35.359751535291494,1,0,87.28594215656645,Clear,Clear sky,2025-02-05 11:00:00
475,1,23.5366155952917,0,0,49.995899196478845,Clouds,Snow,2025-02-05 12:00:00
3630,1,18.022031549021996,1,0,73.02491895295712,Rain,Clear sky,2025-02-05 13:00:00
2735,1,-4.4505265393259466,0,0,61.91727353658367,Snow,Light rain,2025-02-05 14:00:00
1670,0,12.35277719032127,1,0,18.663993979768257,Clear,Clear sky,2025-02-05 15:00:00
2660,0,13.017913560096314,0,0,2.568964486940817,Clear,Clear sky,2025-02-05 16:00:00
3491,1,33.228180476133495,1,0,28.454138567693377,Rain,Snow,2025-02-05 17:00:00
3065,1,17.332411009389425,0,1,44.30337063376194,Rain,Light rain,2025-02-05 18:00:00
3743,0,9.020027448520484,1,1,61.71059444286563,Clear,Clear sky,2025-02-05 19:00:00
3950,0,38.840016425532966,0,1,84.99593305032053,Snow,Light rain,2025-02-05 20:00:00
972,0,-4.463970333684216,1,1,19.624571670616564,Snow,Light rain,2025-02-05 21:00:00
1352,0,11.12742141559723,1,0,12.55497898984771,Clouds,Light rain,2025-02-05 22:00:00
1414,1,-7.898766241429735,1,1,96.34799474743275,Rain,Overcast clouds,2025-02-05 23:00:00
4920,1,26.995206038346517,1,1,10.80445593764071,Snow,Overcast clouds,2025-02-06 00:00:00
2998,0,35.90382760995753,1,0,47.84910701071892,Clouds,Overcast clouds,2025-02-06 01:00:00
